election_name,notice_date,election_day,seats,candidate_count,registered_voters,note
石川県輪島市長選挙,2018-03-02 00:00:00,2018-03-11 00:00:00,1,2,24123.0,任期満了
福岡県宮若市議会議員選挙,2018-03-04 00:00:00,2018-03-11 00:00:00,17,20,,任期満了
福岡県宮若市長選挙,2018-03-04 00:00:00,2018-03-11 00:00:00,1,1,,任期満了
福岡県議会議員補欠選挙,2018-03-02 00:00:00,2018-03-11 00:00:00,1,3,33322.0,逝去/吉原太郎県議の死去に伴う
長野県小海町長選挙,2018-03-06 00:00:00,2018-03-11 00:00:00,1,1,,任期満了
奈良県安堵町議会議員補欠選挙,2018-02-27 00:00:00,2018-03-04 00:00:00,2,3,6452.0,退職/増井敬史町議のフェイスブックへの書き込み炎上での辞職、及び、ひき逃げの疑いで逮捕された植田英和町議の辞職による
岩手県奥州市議会議員選挙,2018-02-25 00:00:00,2018-03-04 00:00:00,28,30,100692.0,任期満了
岩手県奥州市長選挙,2018-02-25 00:00:00,2018-03-04 00:00:00,1,3,100692.0,任期満了
岩手県金ケ崎町長選挙,2018-02-27 00:00:00,2018-03-04 00:00:00,1,2,13041.0,任期満了
福井県美浜町議会議員選挙,2018-02-27 00:00:00,2018-03-04 00:00:00,14,14,,任期満了
福岡県福智町議会議員補欠選挙,2018-02-27 00:00:00,2018-03-04 00:00:00,1,5,19362.0,逝去/片岡文雄町議の死去による
福岡県福智町長選挙,2018-02-27 00:00:00,2018-03-04 00:00:00,1,2,19362.0,任期満了
北海道留萌市長選挙,2018-02-18 00:00:00,2018-02-25 00:00:00,1,2,18886.0,任期満了
宮崎県新富町議会議員補欠選挙,2018-02-20 00:00:00,2018-02-25 00:00:00,1,2,14486.0,その他
宮崎県新富町長選挙,2018-02-20 00:00:00,2018-02-25 00:00:00,1,2,14486.0,任期満了
東京都町田市議会議員選挙,2018-02-18 00:00:00,2018-02-25 00:00:00,36,44,352453.0,任期満了
東京都町田市長選挙,2018-02-18 00:00:00,2018-02-25 00:00:00,1,3,352453.0,任期満了
滋賀県愛荘町議会議員選挙,2018-02-20 00:00:00,2018-02-25 00:00:00,14,17,16151.0,任期満了
滋賀県愛荘町長選挙,2018-02-20 00:00:00,2018-02-25 00:00:00,1,2,16151.0,任期満了
滋賀県長浜市長選挙,2018-02-18 00:00:00,2018-02-25 00:00:00,1,2,96161.0,任期満了
熊本県南関町議会議員選挙,2018-02-20 00:00:00,2018-02-25 00:00:00,12,16,8484.0,任期満了
熊本県南関町長選挙,2018-02-20 00:00:00,2018-02-25 00:00:00,1,1,,任期満了
福井県永平寺町長選挙,2018-02-20 00:00:00,2018-02-25 00:00:00,1,1,,任期満了
福岡県宇美町議会議員選挙,2018-02-20 00:00:00,2018-02-25 00:00:00,14,17,30107.0,任期満了/生年月日のデータは提供拒否
福岡県宇美町長選挙,2018-02-20 00:00:00,2018-02-25 00:00:00,1,1,,任期満了
福岡県行橋市議会議員補欠選挙,2018-02-18 00:00:00,2018-02-25 00:00:00,1,3,60238.0,逝去/大野慶裕市議の死去
福岡県行橋市長選挙,2018-02-18 00:00:00,2018-02-25 00:00:00,1,3,60238.0,任期満了
福島県西郷村議会議員補欠選挙,2018-02-20 00:00:00,2018-02-25 00:00:00,3,4,16242.0,その他/佐藤厚潮の辞職、及び町長選出馬の高橋広志、佐藤富男の辞職に伴う
福島県西郷村長選挙,2018-02-20 00:00:00,2018-02-25 00:00:00,1,2,16242.0,任期満了
茨城県城里町議会議員選挙,2018-02-20 00:00:00,2018-02-25 00:00:00,14,16,17459.0,任期満了
青森県おいらせ町長選挙,2018-02-20 00:00:00,2018-02-25 00:00:00,1,2,,任期満了
鳥取県日南町長選挙,2018-02-20 00:00:00,2018-02-25 00:00:00,1,1,,任期満了
佐賀県みやき町議会議員選挙,2018-02-13 00:00:00,2018-02-18 00:00:00,16,19,21391.0,任期満了
北海道神恵内村長選挙,2018-02-13 00:00:00,2018-02-18 00:00:00,1,1,,任期満了
千葉県四街道市長選挙,2018-02-11 00:00:00,2018-02-18 00:00:00,1,3,75648.0,任期満了
埼玉県ときがわ町議会議員選挙,2018-02-13 00:00:00,2018-02-18 00:00:00,12,12,,任期満了
埼玉県ときがわ町長選挙,2018-02-13 00:00:00,2018-02-18 00:00:00,1,1,,任期満了
埼玉県鳩山町議会議員補欠選挙,2018-02-13 00:00:00,2018-02-18 00:00:00,3,4,12370.0,便乗選挙/野田小百合議員、松浪健一郎議員の町長選出馬、及び田中種夫議員の辞職による
宮城県利府町議会議員補欠選挙,2018-02-13 00:00:00,2018-02-18 00:00:00,2,2,,その他/吉田裕哉議員、羽川喜冨議員の町長選挙出馬による辞職のため
宮城県利府町長選挙,2018-02-13 00:00:00,2018-02-18 00:00:00,1,4,29223.0,任期満了
山口県上関町議会議員選挙,2018-02-13 00:00:00,2018-02-18 00:00:00,10,11,2634.0,任期満了
岐阜県大野町長選挙,2018-02-13 00:00:00,2018-02-18 00:00:00,1,2,18931.0,任期満了
東京都日野市議会議員選挙,2018-02-11 00:00:00,2018-02-18 00:00:00,24,33,151455.0,任期満了
沖縄県読谷村長選挙,2018-02-13 00:00:00,2018-02-18 00:00:00,1,1,,任期満了
茨城県阿見町長選挙,2018-02-13 00:00:00,2018-02-18 00:00:00,1,2,38876.0,任期満了
京都府南丹市議会議員選挙,2018-02-04 00:00:00,2018-02-11 00:00:00,22,23,27458.0,任期満了
佐賀県小城市議会議員選挙,2018-02-04 00:00:00,2018-02-11 00:00:00,20,25,37022.0,任期満了
岡山県津山市長選挙,2018-02-04 00:00:00,2018-02-11 00:00:00,1,2,84086.0,任期満了
福岡県香春町長選挙,2018-02-06 00:00:00,2018-02-11 00:00:00,1,3,,任期満了
鳥取県若桜町議会議員選挙,2018-02-06 00:00:00,2018-02-11 00:00:00,10,11,3005.0,任期満了
鳥取県若桜町長選挙,2018-02-06 00:00:00,2018-02-11 00:00:00,1,2,3005.0,任期満了
兵庫県神戸市議会議員補欠選挙,2018-01-26 00:00:00,2018-02-04 00:00:00,1,5,7999.0,逝去/神戸市議会議員浜崎為司氏の死去に伴う
千葉県匝瑳市長選挙,2018-01-28 00:00:00,2018-02-04 00:00:00,1,1,,任期満了
埼玉県川口市長選挙,2018-01-28 00:00:00,2018-02-04 00:00:00,1,2,473662.0,任期満了
大阪府岸和田市議会議員補欠選挙,2018-01-28 00:00:00,2018-02-04 00:00:00,1,3,161579.0,その他/西田武史議員の岸和田市長選出馬による辞職のため
大阪府岸和田市長選挙,2018-01-28 00:00:00,2018-02-04 00:00:00,1,3,161579.0,退職/2013年の前回選で推薦を得るために自民党支持者に現金２００万円を渡したことなどが判明し、辞職した。
宮崎県美郷町議会議員選挙,2018-01-30 00:00:00,2018-02-04 00:00:00,12,14,5016.0,任期満了
宮崎県美郷町長選挙,2018-01-30 00:00:00,2018-02-04 00:00:00,1,2,5016.0,任期満了
富山県滑川市長選挙,2018-01-28 00:00:00,2018-02-04 00:00:00,1,2,27666.0,任期満了
山口県知事選挙,2018-01-18 00:00:00,2018-02-04 00:00:00,1,2,1169266.0,任期満了
山口県議会議員補欠選挙下松市選挙区,2018-01-26 00:00:00,2018-02-04 00:00:00,1,1,,その他
山口県議会議員補欠選挙岩国市・和木町選挙区,2018-01-26 00:00:00,2018-02-04 00:00:00,1,1,,その他
広島県東広島市長選挙,2018-01-28 00:00:00,2018-02-04 00:00:00,1,3,146685.0,退職/公用車で交通事故に遭ったことによる体調悪化による、蔵田義雄前市長の辞職に伴う市長選
沖縄県名護市議会議員補欠選挙,2018-01-28 00:00:00,2018-02-04 00:00:00,1,2,48781.0,その他
沖縄県名護市長選挙,2018-01-28 00:00:00,2018-02-04 00:00:00,1,2,48781.0,任期満了
熊本県水俣市議会議員補欠選挙,2018-01-28 00:00:00,2018-02-04 00:00:00,1,1,,その他
熊本県水俣市長選挙,2018-01-28 00:00:00,2018-02-04 00:00:00,1,2,21360.0,任期満了
福井県あわら市長選挙,2018-01-28 00:00:00,2018-02-04 00:00:00,1,3,24096.0,辞職
秋田県潟上市議会議員選挙,2018-01-28 00:00:00,2018-02-04 00:00:00,18,20,,任期満了
茨城県境町長選挙,2018-01-30 00:00:00,2018-02-04 00:00:00,1,2,20470.0,任期満了
茨城県高萩市長選挙,2018-01-28 00:00:00,2018-02-04 00:00:00,1,2,24929.0,任期満了
長崎県知事選挙,2018-01-18 00:00:00,2018-02-04 00:00:00,1,2,1148322.0,任期満了
長崎県議会議員補欠選挙大村市選挙区,2018-01-26 00:00:00,2018-02-04 00:00:00,1,3,76573.0,退職
長崎県議会議員補欠選挙松浦市選挙区,2018-01-26 00:00:00,2018-02-04 00:00:00,1,3,19496.0,退職
長野県王滝村長選挙,2018-01-30 00:00:00,2018-02-04 00:00:00,1,1,,任期満了
鳥取県境港市議会議員選挙,2018-01-28 00:00:00,2018-02-04 00:00:00,16,16,,任期満了
鳥取県日野町長選挙,2018-01-30 00:00:00,2018-02-04 00:00:00,1,2,2914.0,任期満了
鹿児島県指宿市議会議員選挙,2018-01-28 00:00:00,2018-02-04 00:00:00,20,28,34990.0,任期満了
鹿児島県指宿市長選挙,2018-01-28 00:00:00,2018-02-04 00:00:00,1,2,34990.0,任期満了
三重県多気町長選挙,2018-01-23 00:00:00,2018-01-28 00:00:00,1,1,,任期満了
三重県大台町議会議員選挙,2018-01-23 00:00:00,2018-01-28 00:00:00,11,14,8282.0,任期満了
三重県大台町長選挙,2018-01-23 00:00:00,2018-01-28 00:00:00,1,3,8282.0,任期満了
三重県津市議会議員選挙,2018-01-21 00:00:00,2018-01-28 00:00:00,34,40,229333.0,任期満了
三重県紀宝町長選挙,2018-01-23 00:00:00,2018-01-28 00:00:00,1,2,9450.0,任期満了
京都府綾部市長選挙,2018-01-21 00:00:00,2018-01-28 00:00:00,1,2,,任期満了
北海道北斗市議会議員補欠選挙,2018-01-21 00:00:00,2018-01-28 00:00:00,1,2,38826.0,退職/新関一夫議員の北斗市長選挙出馬の辞職による
北海道北斗市長選挙,2018-01-21 00:00:00,2018-01-28 00:00:00,1,2,38826.0,任期満了/高谷寿峰市長の死去による
北海道豊浦町長選挙,2018-01-23 00:00:00,2018-01-28 00:00:00,1,1,,任期満了
和歌山県上富田町長選挙,2018-01-23 00:00:00,2018-01-28 00:00:00,1,3,12806.0,任期満了
和歌山県有田川町議会議員選挙,2018-01-23 00:00:00,2018-01-28 00:00:00,16,18,,任期満了
和歌山県有田川町長選挙,2018-01-23 00:00:00,2018-01-28 00:00:00,1,1,,任期満了
埼玉県本庄市議会議員選挙,2018-01-21 00:00:00,2018-01-28 00:00:00,21,28,64687.0,任期満了
埼玉県本庄市長選挙,2018-01-21 00:00:00,2018-01-28 00:00:00,1,1,,任期満了
埼玉県深谷市議会議員補欠選挙,2018-01-21 00:00:00,2018-01-28 00:00:00,1,1,,退職
埼玉県深谷市長選挙,2018-01-21 00:00:00,2018-01-28 00:00:00,1,3,,任期満了
埼玉県神川町議会議員補欠選挙,2018-01-23 00:00:00,2018-01-28 00:00:00,1,1,,任期満了
埼玉県神川町長選挙,2018-01-23 00:00:00,2018-01-28 00:00:00,1,2,,任期満了
大分県玖珠町長選挙,2018-01-23 00:00:00,2018-01-28 00:00:00,1,2,13474.0,任期満了
大阪府貝塚市長選挙,2018-01-21 00:00:00,2018-01-28 00:00:00,1,1,,任期満了
奈良県曽爾村長選挙,2018-01-23 00:00:00,2018-01-28 00:00:00,1,2,1373.0,任期満了
宮崎県宮崎市議会議員補欠選挙,2018-01-21 00:00:00,2018-01-28 00:00:00,1,6,330928.0,その他/内村健久議員の辞職による
宮崎県宮崎市長選挙,2018-01-21 00:00:00,2018-01-28 00:00:00,1,3,330928.0,任期満了
宮崎県延岡市長選挙,2018-01-21 00:00:00,2018-01-28 00:00:00,1,2,104500.0,任期満了
宮崎県都城市議会議員選挙,2018-01-21 00:00:00,2018-01-28 00:00:00,29,35,136425.0,任期満了
富山県立山町議会議員選挙,2018-01-23 00:00:00,2018-01-28 00:00:00,14,16,22173.0,任期満了
富山県立山町長選挙,2018-01-23 00:00:00,2018-01-28 00:00:00,1,1,,任期満了
岐阜県岐阜市議会議員補欠選挙,2018-01-21 00:00:00,2018-01-28 00:00:00,1,3,336969.0,その他/高橋正議員の辞職に伴う選挙
岐阜県岐阜市長選挙,2018-01-21 00:00:00,2018-01-28 00:00:00,1,7,336969.0,任期満了
岐阜県美濃加茂市長選挙,2018-01-21 00:00:00,2018-01-28 00:00:00,1,2,42021.0,任期満了/受託収賄罪などで有罪確定した藤井浩人市長の辞職に伴う
岩手県岩泉町長選挙,2018-01-23 00:00:00,2018-01-28 00:00:00,1,1,,退職
岩手県紫波町長選挙,2018-01-23 00:00:00,2018-01-28 00:00:00,1,1,,任期満了
岩手県花巻市長選挙,2018-01-21 00:00:00,2018-01-28 00:00:00,1,1,,任期満了
徳島県勝浦町長選挙,2018-01-23 00:00:00,2018-01-28 00:00:00,1,2,4709.0,任期満了
沖縄県八重瀬町長選挙,2018-01-23 00:00:00,2018-01-28 00:00:00,1,3,23835.0,任期満了
福岡県太宰府市長選挙,2018-01-21 00:00:00,2018-01-28 00:00:00,1,2,58166.0,失職/市長の公約や言動を巡って反発を強めた市議会が、定例議会の問責決議、定例議会の辞職勧告決議、臨時議会で法的拘束力を持つ不信任決議したももも辞職せず、市議会を解散、不信任の再決議、失職した。
福岡県築上町長選挙,2018-01-23 00:00:00,2018-01-28 00:00:00,1,2,15746.0,任期満了
福岡県糸島市議会議員選挙,2018-01-21 00:00:00,2018-01-28 00:00:00,20,28,82605.0,任期満了
福岡県糸島市長選挙,2018-01-21 00:00:00,2018-01-28 00:00:00,1,2,82605.0,任期満了
福島県伊達市長選挙,2018-01-21 00:00:00,2018-01-28 00:00:00,1,5,52649.0,任期満了
福島県喜多方市長選挙,2018-01-21 00:00:00,2018-01-28 00:00:00,1,2,40746.0,任期満了
長野県阿智村長選挙,2018-01-23 00:00:00,2018-01-28 00:00:00,1,1,,任期満了
青森県南部町長選挙,2018-01-23 00:00:00,2018-01-28 00:00:00,1,1,,任期満了
青森県平川市長選挙,2018-01-21 00:00:00,2018-01-28 00:00:00,1,2,27122.0,任期満了
青森県西目屋村長選挙,2018-01-23 00:00:00,2018-01-28 00:00:00,1,1,,任期満了
香川県三豊市議会議員選挙,2018-01-21 00:00:00,2018-01-28 00:00:00,22,24,56032.0,任期満了
鳥取県琴浦町議会議員選挙,2018-01-23 00:00:00,2018-01-28 00:00:00,16,17,,任期満了
鳥取県琴浦町長選挙,2018-01-23 00:00:00,2018-01-28 00:00:00,1,1,,任期満了
鹿児島県伊仙町議会議員選挙,2018-01-23 00:00:00,2018-01-28 00:00:00,14,17,5627.0,任期満了
鹿児島県志布志市議会議員選挙,2018-01-21 00:00:00,2018-01-28 00:00:00,20,23,26379.0,任期満了
鹿児島県志布志市長選挙,2018-01-21 00:00:00,2018-01-28 00:00:00,1,2,26379.0,任期満了
鹿児島県鹿屋市長選挙,2018-01-21 00:00:00,2018-01-28 00:00:00,1,1,,任期満了
佐賀県嬉野市議会議員選挙,2018-01-14 00:00:00,2018-01-21 00:00:00,16,18,22453.0,任期満了
佐賀県嬉野市長選挙,2018-01-14 00:00:00,2018-01-21 00:00:00,1,3,22453.0,任期満了
北海道和寒町長選挙,2018-01-16 00:00:00,2018-01-21 00:00:00,1,1,,任期満了
千葉県大多喜町長選挙,2018-01-16 00:00:00,2018-01-21 00:00:00,1,1,,任期満了
千葉県長南町議会議員補欠選挙,2018-01-16 00:00:00,2018-01-21 00:00:00,2,2,,その他/仁茂田健一議員の死去、及び吉野明夫議員の公選法違反による辞職
千葉県長南町長選挙,2018-01-16 00:00:00,2018-01-21 00:00:00,1,1,,任期満了
和歌山県紀美野町長選挙,2018-01-16 00:00:00,2018-01-21 00:00:00,1,1,,任期満了
宮城県美里町議会議員選挙,2018-01-16 00:00:00,2018-01-21 00:00:00,16,17,,任期満了
宮城県美里町長選挙,2018-01-16 00:00:00,2018-01-21 00:00:00,1,1,,任期満了
岐阜県美濃市長選挙,2018-01-14 00:00:00,2018-01-21 00:00:00,1,1,,任期満了
岡山県里庄町長選挙,2018-01-16 00:00:00,2018-01-21 00:00:00,1,1,,任期満了
岩手県二戸市長選挙,2018-01-14 00:00:00,2018-01-21 00:00:00,1,1,,任期満了
岩手県洋野町長選挙,2018-01-16 00:00:00,2018-01-21 00:00:00,1,1,,任期満了
徳島県北島町議会議員補欠選挙,2018-01-16 00:00:00,2018-01-21 00:00:00,1,1,,その他/樋口富夫議員の死去による
徳島県北島町長選挙,2018-01-16 00:00:00,2018-01-21 00:00:00,1,1,,任期満了
新潟県五泉市議会議員補欠選挙,2018-01-14 00:00:00,2018-01-21 00:00:00,1,1,,その他/猪熊豊議員の、原水爆禁止日本協議会（原水協）系の「原水爆禁止五泉協議会」の事務局員として補助金を申請する際、領収書などを改竄（かいざん）して水増し請求していたとして辞職し（2016/12/19）、それに伴う選挙
新潟県五泉市長選挙,2018-01-14 00:00:00,2018-01-21 00:00:00,1,3,,任期満了
沖縄県南城市議会議員補欠選挙,2018-01-14 00:00:00,2018-01-21 00:00:00,1,2,34328.0,その他/大城ノリユキ議員の沖縄県議会議員への出馬による辞職のため
沖縄県南城市長選挙,2018-01-14 00:00:00,2018-01-21 00:00:00,1,2,34328.0,任期満了
石川県穴水町長選挙,2018-01-16 00:00:00,2018-01-21 00:00:00,1,1,,任期満了
神奈川県秦野市長選挙,2018-01-14 00:00:00,2018-01-21 00:00:00,1,2,134750.0,任期満了
福岡県久留米市長選挙,2018-01-14 00:00:00,2018-01-21 00:00:00,1,3,,任期満了
福島県南相馬市長選挙,2018-01-11 00:00:00,2018-01-21 00:00:00,1,2,52933.0,任期満了
群馬県草津町長選挙,2018-01-16 00:00:00,2018-01-21 00:00:00,1,2,5489.0,任期満了
長崎県松浦市議会議員選挙,2018-01-14 00:00:00,2018-01-21 00:00:00,17,19,,任期満了
長崎県松浦市長選挙,2018-01-14 00:00:00,2018-01-21 00:00:00,1,1,,任期満了
静岡県裾野市長選挙,2018-01-14 00:00:00,2018-01-21 00:00:00,1,2,42452.0,任期満了
高知県中土佐町議会議員選挙,2018-01-16 00:00:00,2018-01-21 00:00:00,12,14,6233.0,任期満了
高知県中土佐町長選挙,2018-01-16 00:00:00,2018-01-21 00:00:00,1,1,,任期満了
高知県仁淀川町議会議員選挙,2018-01-16 00:00:00,2018-01-21 00:00:00,10,11,5030.0,任期満了
高知県東洋町議会議員選挙,2018-01-16 00:00:00,2018-01-21 00:00:00,9,9,,任期満了
鹿児島県枕崎市長選挙,2018-01-14 00:00:00,2018-01-21 00:00:00,1,2,18454.0,任期満了
長野県喬木村長選挙,2018-01-09 00:00:00,2018-01-14 00:00:00,1,1,,任期満了
長野県高森町長選挙,2018-01-09 00:00:00,2018-01-14 00:00:00,1,1,,任期満了
和歌山県那智勝浦町長選挙,2017-12-19 00:00:00,2017-12-24 00:00:00,1,2,13519.0,任期満了
広島県竹原市長選挙,2017-12-17 00:00:00,2017-12-24 00:00:00,1,3,22808.0,任期満了
東京都東久留米市議会議員補欠選挙,2017-12-17 00:00:00,2017-12-24 00:00:00,2,3,96590.0,任期満了/細谷祥子議員、原紀子議員の都議選出馬による
東京都東久留米市長選挙,2017-12-17 00:00:00,2017-12-24 00:00:00,1,2,96590.0,任期満了
福島県相馬市議会議員補欠選挙,2017-12-17 00:00:00,2017-12-24 00:00:00,1,1,,逝去/牛渡秋夫議員の死去による
福島県相馬市長選挙,2017-12-17 00:00:00,2017-12-24 00:00:00,1,2,29600.0,任期満了
茨城県龍ケ崎市長選挙,2017-12-17 00:00:00,2017-12-24 00:00:00,1,2,64297.0,任期満了
静岡県富士市長選挙,2017-12-17 00:00:00,2017-12-24 00:00:00,1,2,208565.0,任期満了
香川県三豊市長選挙,2017-12-17 00:00:00,2017-12-24 00:00:00,1,2,56083.0,逝去/横山忠始市長の死去
香川県土庄町長選挙,2017-12-19 00:00:00,2017-12-24 00:00:00,1,1,,任期満了
北海道比布町長選挙,2017-12-12 00:00:00,2017-12-17 00:00:00,1,2,3327.0,任期満了
千葉県旭市議会議員選挙,2017-12-10 00:00:00,2017-12-17 00:00:00,20,23,55231.0,任期満了
埼玉県上尾市議会議員補欠選挙,2017-12-10 00:00:00,2017-12-17 00:00:00,2,6,188807.0,任期満了/田中守議員の入札情報漏えい事件での逮捕を受けての辞職、及び鈴木茂議員の市長選出馬による
埼玉県上尾市長選挙,2017-12-10 00:00:00,2017-12-17 00:00:00,1,4,188807.0,退職/上尾市のごみ処理事業を巡る入札情報漏えい事件で市長の島村穣容疑者（７３）逮捕、辞職に伴う市長選
新潟県関川村長選挙,2017-12-12 00:00:00,2017-12-17 00:00:00,1,1,,任期満了
長野県麻績村長選挙,2017-12-12 00:00:00,2017-12-17 00:00:00,1,1,,任期満了
青森県階上町長選挙,2017-12-12 00:00:00,2017-12-17 00:00:00,1,2,11785.0,任期満了
高知県三原村長選挙,2017-12-12 00:00:00,2017-12-17 00:00:00,1,2,1414.0,任期満了
北海道剣淵町議会議員選挙,2017-11-28 00:00:00,2017-12-03 00:00:00,10,11,2767.0,任期満了
北海道剣淵町長選挙,2017-11-28 00:00:00,2017-12-03 00:00:00,1,2,2767.0,任期満了
宮城県松島町議会議員選挙,2017-11-28 00:00:00,2017-12-03 00:00:00,14,15,,任期満了
山口県柳井市議会議員選挙,2017-11-26 00:00:00,2017-12-03 00:00:00,18,18,,任期満了
新潟県湯沢町長選挙,2017-11-28 00:00:00,2017-12-03 00:00:00,1,1,,任期満了
福岡県太宰府市議会議員選挙,2017-11-26 00:00:00,2017-12-03 00:00:00,18,21,58186.0,解散
青森県鰺ヶ沢町長選挙,2017-11-28 00:00:00,2017-12-03 00:00:00,1,3,9214.0,任期満了
静岡県松崎町議会議員補欠選挙,2017-11-28 00:00:00,2017-12-03 00:00:00,1,1,,"任期満了/長嶋精一議員の町長選出馬による辞職
"
静岡県松崎町長選挙,2017-11-28 00:00:00,2017-12-03 00:00:00,1,3,,任期満了
高知県梼原町議会議員補欠選挙,2017-11-28 00:00:00,2017-12-03 00:00:00,1,2,3164.0,"その他/高橋基文議員の町長選出馬による
"
高知県梼原町長選挙,2017-11-28 00:00:00,2017-12-03 00:00:00,1,2,3164.0,任期満了
鹿児島県大崎町長選挙,2017-11-28 00:00:00,2017-12-03 00:00:00,1,1,,任期満了
鹿児島県知名町長選挙,2017-11-28 00:00:00,2017-12-03 00:00:00,1,3,5505.0,任期満了
北海道浦河町長選挙,2017-11-21 00:00:00,2017-11-26 00:00:00,1,1,,任期満了
千葉県いすみ市議会議員補欠選挙,2017-11-19 00:00:00,2017-11-26 00:00:00,1,3,33668.0,その他/君塚正芳議員の千葉県議選挙出馬による自動失職のため
千葉県いすみ市長選挙,2017-11-19 00:00:00,2017-11-26 00:00:00,1,1,,任期満了
千葉県市川市議会議員補欠選挙,2017-11-19 00:00:00,2017-11-26 00:00:00,2,6,393815.0,その他
千葉県市川市長選挙,2017-11-19 00:00:00,2017-11-26 00:00:00,0,5,393815.0,任期満了/法定得票数を満たす候補がいなかったため次回再選挙
千葉県芝山町長選挙,2017-11-21 00:00:00,2017-11-26 00:00:00,1,2,6298.0,任期満了
千葉県酒々井町長選挙,2017-11-21 00:00:00,2017-11-26 00:00:00,1,1,,任期満了
大阪府岸和田市議会議員補欠選挙,2017-11-19 00:00:00,2017-11-26 00:00:00,1,4,162498.0,その他
大阪府岸和田市長選挙,2017-11-19 00:00:00,2017-11-26 00:00:00,1,3,162498.0,任期満了
宮崎県日之影町長選挙,2017-11-21 00:00:00,2017-11-26 00:00:00,1,1,,任期満了
徳島県鳴門市議会議員選挙,2017-11-19 00:00:00,2017-11-26 00:00:00,23,26,,任期満了
徳島県鳴門市長選挙,2017-11-19 00:00:00,2017-11-26 00:00:00,1,1,,任期満了
熊本県産山村長選挙,2017-11-21 00:00:00,2017-11-26 00:00:00,1,1,,任期満了
福島県二本松市議会議員補欠選挙,2017-11-19 00:00:00,2017-11-26 00:00:00,1,1,,任期満了/中田凉介議員の福島県議選出馬による辞職のため
福島県二本松市長選挙,2017-11-19 00:00:00,2017-11-26 00:00:00,1,2,,任期満了
静岡県河津町長選挙,2017-11-21 00:00:00,2017-11-26 00:00:00,1,2,6391.0,解散
高知県本山町議会議員補欠選挙,2017-11-21 00:00:00,2017-11-26 00:00:00,2,3,3146.0,任期満了
高知県本山町長選挙,2017-11-21 00:00:00,2017-11-26 00:00:00,1,3,3146.0,任期満了
鹿児島県錦江町長選挙,2017-11-21 00:00:00,2017-11-26 00:00:00,1,2,6772.0,任期満了
三重県いなべ市議会議員選挙,2017-11-12 00:00:00,2017-11-19 00:00:00,18,23,36789.0,任期満了
三重県御浜町議会議員選挙,2017-11-14 00:00:00,2017-11-19 00:00:00,10,11,7460.0,任期満了
京都府議会議員補欠選挙,2017-11-10 00:00:00,2017-11-19 00:00:00,1,2,36731.0,失職
佐賀県鳥栖市議会議員選挙,2017-11-12 00:00:00,2017-11-19 00:00:00,22,26,57238.0,任期満了
兵庫県多可町議会議員選挙,2017-11-14 00:00:00,2017-11-19 00:00:00,14,14,,任期満了
兵庫県多可町長選挙,2017-11-14 00:00:00,2017-11-19 00:00:00,1,4,18050.0,任期満了
兵庫県神河町長選挙,2017-11-14 00:00:00,2017-11-19 00:00:00,1,2,9965.0,任期満了
北海道妹背牛町議会議員補欠選挙,2017-11-14 00:00:00,2017-11-19 00:00:00,1,2,2685.0,任期満了/田中一典議員の町長選出馬による辞職のため
北海道妹背牛町長選挙,2017-11-14 00:00:00,2017-11-19 00:00:00,1,2,2685.0,任期満了
北海道恵庭市長選挙,2017-11-12 00:00:00,2017-11-19 00:00:00,1,1,,任期満了
和歌山県紀の川市議会議員選挙,2017-11-12 00:00:00,2017-11-19 00:00:00,22,24,54062.0,任期満了
和歌山県紀の川市長選挙,2017-11-12 00:00:00,2017-11-19 00:00:00,1,1,,任期満了
大阪府議会議員補欠選挙,2017-11-10 00:00:00,2017-11-19 00:00:00,2,3,401132.0,退職/東大阪市選挙区
奈良県五條市議会議員選挙,2017-11-12 00:00:00,2017-11-19 00:00:00,12,18,27158.0,任期満了
富山県射水市議会議員選挙,2017-11-12 00:00:00,2017-11-19 00:00:00,22,22,,任期満了
富山県射水市長選挙,2017-11-12 00:00:00,2017-11-19 00:00:00,1,1,,任期満了
山形県真室川町長選挙,2017-11-14 00:00:00,2017-11-19 00:00:00,1,2,6941.0,任期満了
徳島県藍住町長選挙,2017-11-14 00:00:00,2017-11-19 00:00:00,1,1,,任期満了
愛知県みよし市長選挙,2017-11-12 00:00:00,2017-11-19 00:00:00,1,1,,任期満了
愛知県名古屋市議会議員補欠選挙,2017-11-10 00:00:00,2017-11-19 00:00:00,1,2,62005.0,退職/市議佐藤夕子氏が希望公認で衆院選に出馬するため辞職
沖縄県北谷町長選挙,2017-11-14 00:00:00,2017-11-19 00:00:00,1,1,,任期満了
沖縄県糸満市議会議員選挙,2017-11-12 00:00:00,2017-11-19 00:00:00,21,28,47074.0,任期満了
福岡県筑後市議会議員補欠選挙,2017-11-12 00:00:00,2017-11-19 00:00:00,1,1,,その他/馬場政英市議の死去による
福岡県筑後市長選挙,2017-11-12 00:00:00,2017-11-19 00:00:00,1,1,,任期満了
福島県広野町長選挙,2017-11-14 00:00:00,2017-11-19 00:00:00,1,3,4192.0,任期満了
福島県福島市長選挙,2017-11-12 00:00:00,2017-11-19 00:00:00,1,4,236823.0,任期満了
茨城県神栖市長選挙,2017-11-12 00:00:00,2017-11-19 00:00:00,1,3,76213.0,任期満了
鳥取県岩美町長選挙,2017-11-14 00:00:00,2017-11-19 00:00:00,1,1,,任期満了
