dataset,party,year,prefecture,municipality,seat_count,municipality_count,total_compensation,annual_compensation
municipality,新社会党,2015.0,兵庫県,明石市,1,1,12521600.0,12521600.0
municipality,日本共産党,2015.0,兵庫県,明石市,3,1,37564800.0,12521600.0
municipality,民主党,2015.0,兵庫県,明石市,1,1,12521600.0,12521600.0
municipality,無所属,2015.0,兵庫県,明石市,17,1,212867200.0,12521600.0
municipality,自由民主党,2015.0,兵庫県,明石市,2,1,25043200.0,12521600.0
municipality,公明党,2015.0,兵庫県,西宮市,8,1,114866399.99999999,14358299.999999998
municipality,日本共産党,2015.0,兵庫県,西宮市,6,1,86149799.99999999,14358299.999999998
municipality,民主党,2015.0,兵庫県,西宮市,1,1,14358299.999999998,14358299.999999998
municipality,無所属,2015.0,兵庫県,西宮市,16,1,229732799.99999997,14358299.999999998
municipality,維新の党,2015.0,兵庫県,西宮市,3,1,43074899.99999999,14358299.999999998
municipality,自由民主党,2015.0,兵庫県,西宮市,7,1,100508099.99999999,14358299.999999998
municipality,公明党,2015.0,北海道,函館市,4,1,42636000.0,10659000.0
municipality,日本共産党,2015.0,北海道,函館市,3,1,31977000.0,10659000.0
municipality,民主党,2015.0,北海道,函館市,5,1,53295000.0,10659000.0
municipality,無所属,2015.0,北海道,函館市,13,1,138567000.0,10659000.0
municipality,自由民主党,2015.0,北海道,函館市,5,1,53295000.0,10659000.0
municipality,公明党,2015.0,北海道,旭川市,5,1,53045000.0,10609000.0
municipality,日本共産党,2015.0,北海道,旭川市,4,1,42436000.0,10609000.0
municipality,民主党,2015.0,北海道,旭川市,4,1,42436000.0,10609000.0
municipality,無所属,2015.0,北海道,旭川市,15,1,159135000.0,10609000.0
municipality,自由民主党,2015.0,北海道,旭川市,6,1,63654000.0,10609000.0
municipality,公明党,2015.0,千葉県,柏市,7,1,84415100.0,12059300.0
municipality,市民ネットワーク・かしわ,2015.0,千葉県,柏市,1,1,12059300.0,12059300.0
municipality,日本共産党,2015.0,千葉県,柏市,5,1,60296500.0,12059300.0
municipality,民主党,2015.0,千葉県,柏市,3,1,36177900.0,12059300.0
municipality,無所属,2015.0,千葉県,柏市,13,1,156770900.0,12059300.0
municipality,自由民主党,2015.0,千葉県,柏市,7,1,84415100.0,12059300.0
municipality,NHKから国民を守る党,2015.0,千葉県,船橋市,1,1,12811700.0,12811700.0
municipality,公明党,2015.0,千葉県,船橋市,10,1,128117000.0,12811700.0
municipality,市民ネットワーク・ふなばし,2015.0,千葉県,船橋市,1,1,12811700.0,12811700.0
municipality,日本共産党,2015.0,千葉県,船橋市,8,1,102493600.0,12811700.0
municipality,民主党,2015.0,千葉県,船橋市,3,1,38435100.0,12811700.0
municipality,無所属,2015.0,千葉県,船橋市,15,1,192175500.0,12811700.0
municipality,維新の党,2015.0,千葉県,船橋市,1,1,12811700.0,12811700.0
municipality,自由民主党,2015.0,千葉県,船橋市,11,1,140928700.0,12811700.0
municipality,公明党,2015.0,和歌山県,和歌山市,8,1,110351999.99999999,13793999.999999998
municipality,日本共産党,2015.0,和歌山県,和歌山市,5,1,68969999.99999999,13793999.999999998
municipality,次世代の党,2015.0,和歌山県,和歌山市,1,1,13793999.999999998,13793999.999999998
municipality,民主党,2015.0,和歌山県,和歌山市,2,1,27587999.999999996,13793999.999999998
municipality,無所属,2015.0,和歌山県,和歌山市,16,1,220703999.99999997,13793999.999999998
municipality,維新の党,2015.0,和歌山県,和歌山市,2,1,27587999.999999996,13793999.999999998
municipality,自由民主党,2015.0,和歌山県,和歌山市,4,1,55175999.99999999,13793999.999999998
municipality,公明党,2015.0,埼玉県,川口市,10,1,120474000.0,12047400.0
municipality,日本共産党,2015.0,埼玉県,川口市,6,1,72284400.0,12047400.0
municipality,民主党,2015.0,埼玉県,川口市,2,1,24094800.0,12047400.0
municipality,無所属,2015.0,埼玉県,川口市,7,1,84331800.0,12047400.0
municipality,維新の党,2015.0,埼玉県,川口市,1,1,12047400.0,12047400.0
municipality,自由民主党,2015.0,埼玉県,川口市,16,1,192758400.0,12047400.0
municipality,公明党,2015.0,埼玉県,川越市,7,1,84268800.0,12038400.0
municipality,日本共産党,2015.0,埼玉県,川越市,5,1,60192000.0,12038400.0
municipality,民主党,2015.0,埼玉県,川越市,2,1,24076800.0,12038400.0
municipality,無所属,2015.0,埼玉県,川越市,14,1,168537600.0,12038400.0
municipality,社会民主党,2015.0,埼玉県,川越市,1,1,12038400.0,12038400.0
municipality,自由民主党,2015.0,埼玉県,川越市,7,1,84268800.0,12038400.0
municipality,公明党,2015.0,埼玉県,越谷市,6,1,72105000.0,12017500.0
municipality,日本共産党,2015.0,埼玉県,越谷市,3,1,36052500.0,12017500.0
municipality,民主党,2015.0,埼玉県,越谷市,3,1,36052500.0,12017500.0
municipality,無所属,2015.0,埼玉県,越谷市,12,1,144210000.0,12017500.0
municipality,自由民主党,2015.0,埼玉県,越谷市,6,1,72105000.0,12017500.0
municipality,越谷市民ネットワーク,2015.0,埼玉県,越谷市,2,1,24035000.0,12017500.0
municipality,公明党,2015.0,大阪府,八尾市,6,1,75396000.0,12566000.0
municipality,大阪維新の会,2015.0,大阪府,八尾市,3,1,37698000.0,12566000.0
municipality,日本共産党,2015.0,大阪府,八尾市,6,1,75396000.0,12566000.0
municipality,民主党,2015.0,大阪府,八尾市,1,1,12566000.0,12566000.0
municipality,無所属,2015.0,大阪府,八尾市,9,1,113094000.0,12566000.0
municipality,自由民主党,2015.0,大阪府,八尾市,3,1,37698000.0,12566000.0
municipality,大阪維新 ,2015.0,大阪府,大阪市,1,1,15402599.999999998,15402599.999999998
municipality,公明党,2015.0,大阪府,寝屋川市,7,1,94115910.0,13445130.0
municipality,大阪維新の会,2015.0,大阪府,寝屋川市,5,1,67225650.0,13445130.0
municipality,日本共産党,2015.0,大阪府,寝屋川市,5,1,67225650.0,13445130.0
municipality,民主党,2015.0,大阪府,寝屋川市,2,1,26890260.0,13445130.0
municipality,無所属,2015.0,大阪府,寝屋川市,5,1,67225650.0,13445130.0
municipality,自由民主党,2015.0,大阪府,寝屋川市,3,1,40335390.0,13445130.0
municipality,公明党,2015.0,大阪府,東大阪市,10,1,138600000.0,13860000.0
municipality,大阪維新の会,2015.0,大阪府,東大阪市,8,1,110880000.0,13860000.0
municipality,新社会党,2015.0,大阪府,東大阪市,1,1,13860000.0,13860000.0
municipality,日本共産党,2015.0,大阪府,東大阪市,6,1,83160000.0,13860000.0
municipality,民主党,2015.0,大阪府,東大阪市,1,1,13860000.0,13860000.0
municipality,無所属,2015.0,大阪府,東大阪市,6,1,83160000.0,13860000.0
municipality,自由民主党,2015.0,大阪府,東大阪市,6,1,83160000.0,13860000.0
municipality,公明党,2015.0,大阪府,枚方市,8,1,103626240.0,12953280.0
municipality,大阪維新の会,2015.0,大阪府,枚方市,2,1,25906560.0,12953280.0
municipality,日本共産党,2015.0,大阪府,枚方市,4,1,51813120.0,12953280.0
municipality,民主党,2015.0,大阪府,枚方市,6,1,77719680.0,12953280.0
municipality,無所属,2015.0,大阪府,枚方市,8,1,103626240.0,12953280.0
municipality,自由民主党,2015.0,大阪府,枚方市,4,1,51813120.0,12953280.0
municipality,公明党,2015.0,大阪府,豊中市,9,1,119443500.0,13271500.0
municipality,大阪維新の会,2015.0,大阪府,豊中市,4,1,53086000.0,13271500.0
municipality,日本共産党,2015.0,大阪府,豊中市,6,1,79629000.0,13271500.0
municipality,民主党,2015.0,大阪府,豊中市,3,1,39814500.0,13271500.0
municipality,無所属,2015.0,大阪府,豊中市,8,1,106172000.0,13271500.0
municipality,社会民主党,2015.0,大阪府,豊中市,1,1,13271500.0,13271500.0
municipality,自由民主党,2015.0,大阪府,豊中市,5,1,66357500.0,13271500.0
municipality,公明党,2015.0,大阪府,高槻市,8,1,109824000.0,13728000.0
municipality,大阪維新の会,2015.0,大阪府,高槻市,3,1,41184000.0,13728000.0
municipality,日本共産党,2015.0,大阪府,高槻市,4,1,54912000.0,13728000.0
municipality,民主党,2015.0,大阪府,高槻市,5,1,68640000.0,13728000.0
municipality,無所属,2015.0,大阪府,高槻市,7,1,96096000.0,13728000.0
municipality,社会民主党,2015.0,大阪府,高槻市,1,1,13728000.0,13728000.0
municipality,自由民主党,2015.0,大阪府,高槻市,5,1,68640000.0,13728000.0
municipality,高槻ご意見番,2015.0,大阪府,高槻市,1,1,13728000.0,13728000.0
municipality,公明党,2015.0,宮崎県,宮崎市,6,1,65097780.0,10849630.0
municipality,日本共産党,2015.0,宮崎県,宮崎市,2,1,21699260.0,10849630.0
municipality,民主党,2015.0,宮崎県,宮崎市,2,1,21699260.0,10849630.0
municipality,無所属,2015.0,宮崎県,宮崎市,24,1,260391120.0,10849630.0
municipality,社会民主党,2015.0,宮崎県,宮崎市,4,1,43398520.0,10849630.0
municipality,自由民主党,2015.0,宮崎県,宮崎市,2,1,21699260.0,10849630.0
municipality,公明党,2015.0,山口県,下関市,5,1,46870000.0,9374000.0
municipality,日本共産党,2015.0,山口県,下関市,4,1,37496000.0,9374000.0
municipality,民主党,2015.0,山口県,下関市,1,1,9374000.0,9374000.0
municipality,無所属,2015.0,山口県,下関市,7,1,65618000.0,9374000.0
municipality,社会民主党,2015.0,山口県,下関市,1,1,9374000.0,9374000.0
municipality,自由民主党,2015.0,山口県,下関市,16,1,149984000.0,9374000.0
municipality,公明党,2015.0,山形県,山形市,3,1,35712000.0,11904000.0
municipality,日本共産党,2015.0,山形県,山形市,3,1,35712000.0,11904000.0
municipality,民主党,2015.0,山形県,山形市,3,1,35712000.0,11904000.0
municipality,無所属,2015.0,山形県,山形市,12,1,142848000.0,11904000.0
municipality,社会民主党,2015.0,山形県,山形市,2,1,23808000.0,11904000.0
municipality,自由民主党,2015.0,山形県,山形市,10,1,119040000.0,11904000.0
municipality,公明党,2015.0,山梨県,甲府市,5,1,55165000.0,11033000.0
municipality,日本共産党,2015.0,山梨県,甲府市,4,1,44132000.0,11033000.0
municipality,無所属,2015.0,山梨県,甲府市,22,1,242726000.0,11033000.0
municipality,社会民主党,2015.0,山梨県,甲府市,1,1,11033000.0,11033000.0
municipality,公明党,2015.0,岐阜県,岐阜市,5,1,67600000.0,13520000.0
municipality,日本共産党,2015.0,岐阜県,岐阜市,3,1,40560000.0,13520000.0
municipality,民主党,2015.0,岐阜県,岐阜市,2,1,27040000.0,13520000.0
municipality,無所属,2015.0,岐阜県,岐阜市,14,1,189280000.0,13520000.0
municipality,自由民主党,2015.0,岐阜県,岐阜市,14,1,189280000.0,13520000.0
municipality,公明党,2015.0,岩手県,盛岡市,3,1,34632210.0,11544070.0
municipality,日本共産党,2015.0,岩手県,盛岡市,5,1,57720350.0,11544070.0
municipality,民主党,2015.0,岩手県,盛岡市,2,1,23088140.0,11544070.0
municipality,無所属,2015.0,岩手県,盛岡市,26,1,300145820.0,11544070.0
municipality,社会民主党,2015.0,岩手県,盛岡市,2,1,23088140.0,11544070.0
municipality,公明党,2015.0,広島県,呉市,4,1,45760000.0,11440000.0
municipality,日本共産党,2015.0,広島県,呉市,2,1,22880000.0,11440000.0
municipality,次世代の党,2015.0,広島県,呉市,1,1,11440000.0,11440000.0
municipality,民主党,2015.0,広島県,呉市,1,1,11440000.0,11440000.0
municipality,無所属,2015.0,広島県,呉市,23,1,263120000.0,11440000.0
municipality,社会民主党,2015.0,広島県,呉市,1,1,11440000.0,11440000.0
municipality,減税日本,2015.0,愛知県,名古屋市,1,1,15315300.0,15315300.0
municipality,公明党,2015.0,愛知県,豊橋市,5,1,54726750.0,10945350.0
municipality,日本共産党,2015.0,愛知県,豊橋市,3,1,32836050.0,10945350.0
municipality,民主党,2015.0,愛知県,豊橋市,2,1,21890700.0,10945350.0
municipality,無所属,2015.0,愛知県,豊橋市,14,1,153234900.0,10945350.0
municipality,自由民主党,2015.0,愛知県,豊橋市,12,1,131344200.0,10945350.0
municipality,公明党,2015.0,愛知県,豊田市,4,1,47647600.0,11911900.0
municipality,日本共産党,2015.0,愛知県,豊田市,2,1,23823800.0,11911900.0
municipality,無所属,2015.0,愛知県,豊田市,39,1,464564100.0,11911900.0
municipality,世田谷・生活者ネットワーク,2015.0,東京都,世田谷区,2,1,24109800.0,12054900.0
municipality,世田谷行革110番,2015.0,東京都,世田谷区,1,1,12054900.0,12054900.0
municipality,公明党,2015.0,東京都,世田谷区,10,1,120549000.0,12054900.0
municipality,日本共産党,2015.0,東京都,世田谷区,5,1,60274500.0,12054900.0
municipality,次世代の党,2015.0,東京都,世田谷区,1,1,12054900.0,12054900.0
municipality,民主党,2015.0,東京都,世田谷区,4,1,48219600.0,12054900.0
municipality,無所属,2015.0,東京都,世田谷区,9,1,108494100.0,12054900.0
municipality,社会民主党,2015.0,東京都,世田谷区,1,1,12054900.0,12054900.0
municipality,維新の党,2015.0,東京都,世田谷区,1,1,12054900.0,12054900.0
municipality,自由民主党,2015.0,東京都,世田谷区,16,1,192878400.0,12054900.0
municipality,公明党,2015.0,東京都,中央区,4,1,47413600.0,11853400.0
municipality,日本共産党,2015.0,東京都,中央区,4,1,47413600.0,11853400.0
municipality,民主党,2015.0,東京都,中央区,1,1,11853400.0,11853400.0
municipality,無所属,2015.0,東京都,中央区,7,1,82973800.0,11853400.0
municipality,維新の党,2015.0,東京都,中央区,2,1,23706800.0,11853400.0
municipality,自由民主党,2015.0,東京都,中央区,12,1,142240800.0,11853400.0
municipality,中野・生活者ネットワーク,2015.0,東京都,中野区,1,1,11426600.0,11426600.0
municipality,公明党,2015.0,東京都,中野区,9,1,102839400.0,11426600.0
municipality,日本共産党,2015.0,東京都,中野区,7,1,79986200.0,11426600.0
municipality,民主党,2015.0,東京都,中野区,5,1,57133000.0,11426600.0
municipality,無所属,2015.0,東京都,中野区,6,1,68559600.0,11426600.0
municipality,維新の党,2015.0,東京都,中野区,1,1,11426600.0,11426600.0
municipality,自由民主党,2015.0,東京都,中野区,13,1,148545800.0,11426600.0
municipality,八王子・生活者ネットワーク,2015.0,東京都,八王子市,2,1,25864000.0,12932000.0
municipality,公明党,2015.0,東京都,八王子市,10,1,129320000.0,12932000.0
municipality,日本共産党,2015.0,東京都,八王子市,5,1,64660000.0,12932000.0
municipality,民主党,2015.0,東京都,八王子市,3,1,38796000.0,12932000.0
municipality,無所属,2015.0,東京都,八王子市,6,1,77592000.0,12932000.0
municipality,社会民主党,2015.0,東京都,八王子市,1,1,12932000.0,12932000.0
municipality,維新の党,2015.0,東京都,八王子市,1,1,12932000.0,12932000.0
municipality,自由民主党,2015.0,東京都,八王子市,12,1,155184000.0,12932000.0
municipality,公明党,2015.0,東京都,北区,10,1,118771200.0,11877120.0
municipality,新社会党,2015.0,東京都,北区,1,1,11877120.0,11877120.0
municipality,日本を元気にする会,2015.0,東京都,北区,1,1,11877120.0,11877120.0
municipality,日本共産党,2015.0,東京都,北区,9,1,106894080.0,11877120.0
municipality,民主党,2015.0,東京都,北区,3,1,35631360.0,11877120.0
municipality,無所属,2015.0,東京都,北区,1,1,11877120.0,11877120.0
municipality,社会民主党,2015.0,東京都,北区,1,1,11877120.0,11877120.0
municipality,維新の党,2015.0,東京都,北区,1,1,11877120.0,11877120.0
municipality,自由民主党,2015.0,東京都,北区,13,1,154402560.0,11877120.0
municipality,公明党,2015.0,東京都,千代田区,2,1,23777600.0,11888800.0
municipality,日本共産党,2015.0,東京都,千代田区,3,1,35666400.0,11888800.0
municipality,民主党,2015.0,東京都,千代田区,1,1,11888800.0,11888800.0
municipality,無所属,2015.0,東京都,千代田区,8,1,95110400.0,11888800.0
municipality,維新の党,2015.0,東京都,千代田区,1,1,11888800.0,11888800.0
municipality,自由民主党,2015.0,東京都,千代田区,10,1,118888000.0,11888800.0
municipality,公明党,2015.0,東京都,台東区,5,1,58890000.0,11778000.0
municipality,日本共産党,2015.0,東京都,台東区,4,1,47112000.0,11778000.0
municipality,民主党,2015.0,東京都,台東区,5,1,58890000.0,11778000.0
municipality,無所属,2015.0,東京都,台東区,7,1,82446000.0,11778000.0
municipality,維新の党,2015.0,東京都,台東区,1,1,11778000.0,11778000.0
municipality,自由民主党,2015.0,東京都,台東区,10,1,117780000.0,11778000.0
municipality,公明党,2015.0,東京都,品川区,8,1,92402880.0,11550360.0
municipality,品川・生活者ネットワーク,2015.0,東京都,品川区,2,1,23100720.0,11550360.0
municipality,日本共産党,2015.0,東京都,品川区,7,1,80852520.0,11550360.0
municipality,民主党,2015.0,東京都,品川区,5,1,57751800.0,11550360.0
municipality,無所属,2015.0,東京都,品川区,6,1,69302160.0,11550360.0
municipality,維新の党,2015.0,東京都,品川区,1,1,11550360.0,11550360.0
municipality,自由民主党,2015.0,東京都,品川区,11,1,127053960.0,11550360.0
municipality,公明党,2015.0,東京都,墨田区,7,1,82118400.0,11731200.0
municipality,墨田オンブズマン,2015.0,東京都,墨田区,1,1,11731200.0,11731200.0
municipality,日本共産党,2015.0,東京都,墨田区,5,1,58656000.0,11731200.0
municipality,民主党,2015.0,東京都,墨田区,2,1,23462400.0,11731200.0
municipality,無所属,2015.0,東京都,墨田区,3,1,35193600.0,11731200.0
municipality,維新の党,2015.0,東京都,墨田区,1,1,11731200.0,11731200.0
municipality,自由民主党,2015.0,東京都,墨田区,13,1,152505600.0,11731200.0
municipality,公明党,2015.0,東京都,大田区,12,1,146757456.0,12229788.0
municipality,大田・生活者ネットワーク,2015.0,東京都,大田区,1,1,12229788.0,12229788.0
municipality,日本共産党,2015.0,東京都,大田区,9,1,110068092.0,12229788.0
municipality,次世代の党,2015.0,東京都,大田区,1,1,12229788.0,12229788.0
municipality,民主党,2015.0,東京都,大田区,4,1,48919152.0,12229788.0
municipality,無所属,2015.0,東京都,大田区,4,1,48919152.0,12229788.0
municipality,維新の党,2015.0,東京都,大田区,2,1,24459576.0,12229788.0
municipality,緑の党,2015.0,東京都,大田区,1,1,12229788.0,12229788.0
municipality,自由民主党,2015.0,東京都,大田区,16,1,195676608.0,12229788.0
municipality,公明党,2015.0,東京都,文京区,5,1,54799350.0,10959870.0
municipality,文京・生活者ネットワーク,2015.0,東京都,文京区,1,1,10959870.0,10959870.0
municipality,日本共産党,2015.0,東京都,文京区,7,1,76719090.0,10959870.0
municipality,民主党,2015.0,東京都,文京区,4,1,43839480.0,10959870.0
municipality,無所属,2015.0,東京都,文京区,6,1,65759220.0,10959870.0
municipality,社会民主党,2015.0,東京都,文京区,1,1,10959870.0,10959870.0
municipality,維新の党,2015.0,東京都,文京区,1,1,10959870.0,10959870.0
municipality,自由民主党,2015.0,東京都,文京区,9,1,98638830.0,10959870.0
municipality,公明党,2015.0,東京都,新宿区,9,1,101064600.0,11229400.0
municipality,日本を元気にする会,2015.0,東京都,新宿区,1,1,11229400.0,11229400.0
municipality,日本共産党,2015.0,東京都,新宿区,8,1,89835200.0,11229400.0
municipality,民主党,2015.0,東京都,新宿区,4,1,44917600.0,11229400.0
municipality,無所属,2015.0,東京都,新宿区,4,1,44917600.0,11229400.0
municipality,社会民主党,2015.0,東京都,新宿区,1,1,11229400.0,11229400.0
municipality,維新の党,2015.0,東京都,新宿区,1,1,11229400.0,11229400.0
municipality,自由民主党,2015.0,東京都,新宿区,10,1,112294000.0,11229400.0
municipality,公明党,2015.0,東京都,杉並区,8,1,93299024.0,11662378.0
municipality,日本共産党,2015.0,東京都,杉並区,6,1,69974268.0,11662378.0
municipality,杉並・生活者ネットワーク,2015.0,東京都,杉並区,2,1,23324756.0,11662378.0
municipality,民主党,2015.0,東京都,杉並区,4,1,46649512.0,11662378.0
municipality,無所属,2015.0,東京都,杉並区,13,1,151610914.0,11662378.0
municipality,社会民主党,2015.0,東京都,杉並区,1,1,11662378.0,11662378.0
municipality,自由民主党,2015.0,東京都,杉並区,13,1,151610914.0,11662378.0
municipality,公明党,2015.0,東京都,板橋区,11,1,127380000.0,11580000.0
municipality,日本共産党,2015.0,東京都,板橋区,9,1,104220000.0,11580000.0
municipality,板橋・生活者ネットワーク,2015.0,東京都,板橋区,1,1,11580000.0,11580000.0
municipality,民主党,2015.0,東京都,板橋区,4,1,46320000.0,11580000.0
municipality,無所属,2015.0,東京都,板橋区,2,1,23160000.0,11580000.0
municipality,社会民主党,2015.0,東京都,板橋区,1,1,11580000.0,11580000.0
municipality,維新の党,2015.0,東京都,板橋区,3,1,34740000.0,11580000.0
municipality,自由民主党,2015.0,東京都,板橋区,15,1,173700000.0,11580000.0
municipality,公明党,2015.0,東京都,江戸川区,13,1,150157800.0,11550600.0
municipality,区民の声を届ける会,2015.0,東京都,江戸川区,1,1,11550600.0,11550600.0
municipality,日本共産党,2015.0,東京都,江戸川区,5,1,57753000.0,11550600.0
municipality,民主党,2015.0,東京都,江戸川区,3,1,34651800.0,11550600.0
municipality,江戸川・生活者ネットワーク,2015.0,東京都,江戸川区,2,1,23101200.0,11550600.0
municipality,無所属,2015.0,東京都,江戸川区,5,1,57753000.0,11550600.0
municipality,維新の党,2015.0,東京都,江戸川区,2,1,23101200.0,11550600.0
municipality,自由民主党,2015.0,東京都,江戸川区,13,1,150157800.0,11550600.0
municipality,公明党,2015.0,東京都,江東区,9,1,107713800.0,11968200.0
municipality,日本共産党,2015.0,東京都,江東区,7,1,83777400.0,11968200.0
municipality,民主党,2015.0,東京都,江東区,3,1,35904600.0,11968200.0
municipality,江東・生活者ネットワーク,2015.0,東京都,江東区,1,1,11968200.0,11968200.0
municipality,無所属,2015.0,東京都,江東区,7,1,83777400.0,11968200.0
municipality,維新の党,2015.0,東京都,江東区,4,1,47872800.0,11968200.0
municipality,自由民主党,2015.0,東京都,江東区,13,1,155586600.0,11968200.0
municipality,公明党,2015.0,東京都,渋谷区,6,1,72965340.0,12160890.0
municipality,日本を元気にする会,2015.0,東京都,渋谷区,1,1,12160890.0,12160890.0
municipality,日本共産党,2015.0,東京都,渋谷区,6,1,72965340.0,12160890.0
municipality,民主党,2015.0,東京都,渋谷区,4,1,48643560.0,12160890.0
municipality,渋谷オンブズマン,2015.0,東京都,渋谷区,1,1,12160890.0,12160890.0
municipality,無所属,2015.0,東京都,渋谷区,6,1,72965340.0,12160890.0
municipality,自由民主党,2015.0,東京都,渋谷区,10,1,121608900.0,12160890.0
municipality,公明党,2015.0,東京都,港区,6,1,72657540.0,12109590.0
municipality,日本共産党,2015.0,東京都,港区,4,1,48438360.0,12109590.0
municipality,民主党,2015.0,東京都,港区,4,1,48438360.0,12109590.0
municipality,無所属,2015.0,東京都,港区,4,1,48438360.0,12109590.0
municipality,社会民主党,2015.0,東京都,港区,1,1,12109590.0,12109590.0
municipality,維新の党,2015.0,東京都,港区,2,1,24219180.0,12109590.0
municipality,自由民主党,2015.0,東京都,港区,13,1,157424670.0,12109590.0
municipality,公明党,2015.0,東京都,目黒区,6,1,67567200.0,11261200.0
municipality,日本共産党,2015.0,東京都,目黒区,5,1,56306000.0,11261200.0
municipality,民主党,2015.0,東京都,目黒区,3,1,33783600.0,11261200.0
municipality,無所属,2015.0,東京都,目黒区,6,1,67567200.0,11261200.0
municipality,目黒・生活者ネットワーク,2015.0,東京都,目黒区,1,1,11261200.0,11261200.0
municipality,維新の党,2015.0,東京都,目黒区,2,1,22522400.0,11261200.0
municipality,自由民主党,2015.0,東京都,目黒区,13,1,146395600.0,11261200.0
municipality,オンブズマン練馬,2015.0,東京都,練馬区,1,1,11562000.0,11562000.0
municipality,公明党,2015.0,東京都,練馬区,12,1,138744000.0,11562000.0
municipality,市民の声ねりま,2015.0,東京都,練馬区,2,1,23124000.0,11562000.0
municipality,日本共産党,2015.0,東京都,練馬区,6,1,69372000.0,11562000.0
municipality,民主党,2015.0,東京都,練馬区,3,1,34686000.0,11562000.0
municipality,無所属,2015.0,東京都,練馬区,4,1,46248000.0,11562000.0
municipality,維新の党,2015.0,東京都,練馬区,1,1,11562000.0,11562000.0
municipality,練馬・生活者ネットワーク,2015.0,東京都,練馬区,3,1,34686000.0,11562000.0
municipality,自由民主党,2015.0,東京都,練馬区,18,1,208116000.0,11562000.0
municipality,公明党,2015.0,東京都,荒川区,6,1,73083600.0,12180600.0
municipality,日本共産党,2015.0,東京都,荒川区,6,1,73083600.0,12180600.0
municipality,民主党,2015.0,東京都,荒川区,2,1,24361200.0,12180600.0
municipality,無所属,2015.0,東京都,荒川区,4,1,48722400.0,12180600.0
municipality,維新の党,2015.0,東京都,荒川区,1,1,12180600.0,12180600.0
municipality,自由民主党,2015.0,東京都,荒川区,13,1,158347800.0,12180600.0
municipality,公明党,2015.0,東京都,豊島区,8,1,95372640.0,11921580.0
municipality,日本共産党,2015.0,東京都,豊島区,6,1,71529480.0,11921580.0
municipality,民主党,2015.0,東京都,豊島区,3,1,35764740.0,11921580.0
municipality,無所属,2015.0,東京都,豊島区,3,1,35764740.0,11921580.0
municipality,社会民主党,2015.0,東京都,豊島区,2,1,23843160.0,11921580.0
municipality,自由民主党,2015.0,東京都,豊島区,13,1,154980540.0,11921580.0
municipality,豊島・生活者ネットワーク,2015.0,東京都,豊島区,1,1,11921580.0,11921580.0
municipality,公明党,2015.0,東京都,足立区,13,1,155307100.0,11946700.0
municipality,日本共産党,2015.0,東京都,足立区,7,1,83626900.0,11946700.0
municipality,民主党,2015.0,東京都,足立区,4,1,47786800.0,11946700.0
municipality,無所属,2015.0,東京都,足立区,3,1,35840100.0,11946700.0
municipality,維新の党,2015.0,東京都,足立区,1,1,11946700.0,11946700.0
municipality,自由民主党,2015.0,東京都,足立区,17,1,203093900.0,11946700.0
municipality,公明党,2015.0,栃木県,宇都宮市,6,1,84017999.99999999,14002999.999999998
municipality,日本共産党,2015.0,栃木県,宇都宮市,2,1,28005999.999999996,14002999.999999998
municipality,民主党,2015.0,栃木県,宇都宮市,2,1,28005999.999999996,14002999.999999998
municipality,無所属,2015.0,栃木県,宇都宮市,23,1,322068999.99999994,14002999.999999998
municipality,社会民主党,2015.0,栃木県,宇都宮市,1,1,14002999.999999998,14002999.999999998
municipality,自由民主党,2015.0,栃木県,宇都宮市,11,1,154032999.99999997,14002999.999999998
municipality,公明党,2015.0,滋賀県,大津市,5,1,52387150.0,10477430.0
municipality,日本共産党,2015.0,滋賀県,大津市,5,1,52387150.0,10477430.0
municipality,民主党,2015.0,滋賀県,大津市,3,1,31432290.0,10477430.0
municipality,無所属,2015.0,滋賀県,大津市,18,1,188593740.0,10477430.0
municipality,維新の党,2015.0,滋賀県,大津市,1,1,10477430.0,10477430.0
municipality,自由民主党,2015.0,滋賀県,大津市,6,1,62864580.0,10477430.0
municipality,公明党,2015.0,石川県,金沢市,4,1,52388000.0,13097000.0
municipality,日本共産党,2015.0,石川県,金沢市,3,1,39291000.0,13097000.0
municipality,民主党,2015.0,石川県,金沢市,1,1,13097000.0,13097000.0
municipality,無所属,2015.0,石川県,金沢市,19,1,248843000.0,13097000.0
municipality,自由民主党,2015.0,石川県,金沢市,11,1,144067000.0,13097000.0
municipality,公明党,2015.0,神奈川県,横須賀市,7,1,84561400.0,12080200.0
municipality,日本共産党,2015.0,神奈川県,横須賀市,3,1,36240600.0,12080200.0
municipality,無所属,2015.0,神奈川県,横須賀市,20,1,241604000.0,12080200.0
municipality,神奈川ネットワーク運動,2015.0,神奈川県,横須賀市,1,1,12080200.0,12080200.0
municipality,自由民主党,2015.0,神奈川県,横須賀市,10,1,120802000.0,12080200.0
municipality,公明党,2015.0,福井県,福井市,3,1,31825710.0,10608570.0
municipality,日本共産党,2015.0,福井県,福井市,2,1,21217140.0,10608570.0
municipality,民主党,2015.0,福井県,福井市,1,1,10608570.0,10608570.0
municipality,無所属,2015.0,福井県,福井市,20,1,212171400.0,10608570.0
municipality,自由民主党,2015.0,福井県,福井市,6,1,63651420.0,10608570.0
municipality,公明党,2015.0,福岡県,久留米市,6,1,65335320.0,10889220.0
municipality,日本共産党,2015.0,福岡県,久留米市,2,1,21778440.0,10889220.0
