政党,年,都道府県,市区町村,座席数,期間総額（1人）,月額,推計総額,在任月数,期末手当回数（3月）,期末手当回数（6月）,期末手当回数（12月）
公明党,2023,岩手県,盛岡市,1,37908480.0,617000.0,37908480.0,48,4,4,4
日本共産党,2023,岩手県,盛岡市,1,37908480.0,617000.0,37908480.0,48,4,4,4
無所属,2023,岩手県,盛岡市,30,37908480.0,617000.0,1137254400.0,48,4,4,4
社会民主党,2023,岩手県,盛岡市,1,37908480.0,617000.0,37908480.0,48,4,4,4
立憲民主党,2023,岩手県,盛岡市,2,37908480.0,617000.0,75816960.0,48,4,4,4
無所属,2003,島根県,松江市,4,43776000.0,475000.0,175104000.0,72,6,6,6
社会民主党,2003,島根県,松江市,1,43776000.0,475000.0,43776000.0,72,6,6,6
公明党,2009,島根県,松江市,2,29184000.0,475000.0,58368000.0,48,4,4,4
日本共産党,2009,島根県,松江市,2,29184000.0,475000.0,58368000.0,48,4,4,4
無所属,2009,島根県,松江市,23,29184000.0,475000.0,671232000.0,48,4,4,4
社会民主党,2009,島根県,松江市,1,29184000.0,475000.0,29184000.0,48,4,4,4
日本共産党,2013,島根県,松江市,2,29184000.0,475000.0,58368000.0,48,4,4,4
無所属,2013,島根県,松江市,21,29184000.0,475000.0,612864000.0,48,4,4,4
社会民主党,2013,島根県,松江市,1,29184000.0,475000.0,29184000.0,48,4,4,4
公明党,2017,島根県,松江市,1,29184000.0,475000.0,29184000.0,48,4,4,4
幸福実現党,2017,島根県,松江市,1,29184000.0,475000.0,29184000.0,48,4,4,4
日本共産党,2017,島根県,松江市,1,29184000.0,475000.0,29184000.0,48,4,4,4
無所属,2017,島根県,松江市,19,29184000.0,475000.0,554496000.0,48,4,4,4
公明党,2021,島根県,松江市,2,29184000.0,475000.0,58368000.0,48,4,4,4
日本共産党,2021,島根県,松江市,2,29184000.0,475000.0,58368000.0,48,4,4,4
無所属,2021,島根県,松江市,24,29184000.0,475000.0,700416000.0,48,4,4,4
社会民主党,2021,島根県,松江市,2,29184000.0,475000.0,58368000.0,48,4,4,4
無所属,1999,広島県,呉市,31,23058750.0,550000.0,714821250.0,31,2,3,2
無所属,2001,広島県,呉市,1,49101250.0,550000.0,49101250.0,65,6,5,6
公明党,2007,広島県,呉市,3,23058750.0,550000.0,69176250.0,31,2,3,2
日本共産党,2007,広島県,呉市,1,23058750.0,550000.0,23058750.0,31,2,3,2
民主党,2007,広島県,呉市,1,23058750.0,550000.0,23058750.0,31,2,3,2
無所属,2007,広島県,呉市,18,23058750.0,550000.0,415057500.0,31,2,3,2
社会民主党,2007,広島県,呉市,4,23058750.0,550000.0,92235000.0,31,2,3,2
自由民主党,2007,広島県,呉市,3,23058750.0,550000.0,69176250.0,31,2,3,2
無所属,2009,広島県,呉市,1,13021250.0,550000.0,13021250.0,17,2,1,2
公明党,2011,広島県,呉市,3,36080000.0,550000.0,108240000.0,48,4,4,4
日本共産党,2011,広島県,呉市,2,36080000.0,550000.0,72160000.0,48,4,4,4
無所属,2011,広島県,呉市,19,36080000.0,550000.0,685520000.0,48,4,4,4
社会民主党,2011,広島県,呉市,4,36080000.0,550000.0,144320000.0,48,4,4,4
自由民主党,2011,広島県,呉市,2,36080000.0,550000.0,72160000.0,48,4,4,4
公明党,2015,広島県,呉市,2,36080000.0,550000.0,72160000.0,48,4,4,4
日本共産党,2015,広島県,呉市,2,36080000.0,550000.0,72160000.0,48,4,4,4
無所属,2015,広島県,呉市,18,36080000.0,550000.0,649440000.0,48,4,4,4
社会民主党,2015,広島県,呉市,4,36080000.0,550000.0,144320000.0,48,4,4,4
公明党,2019,広島県,呉市,2,36080000.0,550000.0,72160000.0,48,4,4,4
幸福実現党,2019,広島県,呉市,1,36080000.0,550000.0,36080000.0,48,4,4,4
日本共産党,2019,広島県,呉市,2,36080000.0,550000.0,72160000.0,48,4,4,4
無所属,2019,広島県,呉市,15,36080000.0,550000.0,541200000.0,48,4,4,4
社会民主党,2019,広島県,呉市,2,36080000.0,550000.0,72160000.0,48,4,4,4
自由民主党,2019,広島県,呉市,1,36080000.0,550000.0,36080000.0,48,4,4,4
公明党,2023,広島県,呉市,2,36080000.0,550000.0,72160000.0,48,4,4,4
幸福実現党,2023,広島県,呉市,1,36080000.0,550000.0,36080000.0,48,4,4,4
日本共産党,2023,広島県,呉市,2,36080000.0,550000.0,72160000.0,48,4,4,4
無所属,2023,広島県,呉市,15,36080000.0,550000.0,541200000.0,48,4,4,4
立憲民主党,2023,広島県,呉市,2,36080000.0,550000.0,72160000.0,48,4,4,4
自由民主党,2023,広島県,呉市,2,36080000.0,550000.0,72160000.0,48,4,4,4
社会民主党,2018,広島県,広島市,1,53922000.0,817000.0,53922000.0,48,4,4,4
無所属,2022,広島県,広島市,1,1225500.0,817000.0,1225500.0,1,1,0,0
日本共産党,2022,広島県,広島市,1,35069725.0,817000.0,35069725.0,32,2,3,2
自由民主党,2022,広島県,広島市,1,35069725.0,817000.0,35069725.0,32,2,3,2
無所属,2024,広島県,広島市,1,53922000.0,817000.0,53922000.0,48,4,4,4
公明党,2008,広島県,福山市,2,41783000.0,635000.0,83566000.0,48,4,4,4
国民民主党,2008,広島県,福山市,2,41783000.0,635000.0,83566000.0,48,4,4,4
日本共産党,2008,広島県,福山市,2,41783000.0,635000.0,83566000.0,48,4,4,4
無所属,2008,広島県,福山市,30,41783000.0,635000.0,1253490000.0,48,4,4,4
公明党,2012,広島県,福山市,2,41783000.0,635000.0,83566000.0,48,4,4,4
日本共産党,2012,広島県,福山市,1,41783000.0,635000.0,41783000.0,48,4,4,4
無所属,2012,広島県,福山市,28,41783000.0,635000.0,1169924000.0,48,4,4,4
公明党,2016,広島県,福山市,2,41783000.0,635000.0,83566000.0,48,4,4,4
日本共産党,2016,広島県,福山市,1,41783000.0,635000.0,41783000.0,48,4,4,4
無所属,2016,広島県,福山市,31,41783000.0,635000.0,1295273000.0,48,4,4,4
公明党,2020,広島県,福山市,2,41783000.0,635000.0,83566000.0,48,4,4,4
無所属,2020,広島県,福山市,25,41783000.0,635000.0,1044575000.0,48,4,4,4
日本共産党,2024,広島県,福山市,3,41783000.0,635000.0,125349000.0,48,4,4,4
無所属,2024,広島県,福山市,29,41783000.0,635000.0,1211707000.0,48,4,4,4
公明党,2006,愛媛県,松山市,5,38277120.0,623000.0,191385600.0,48,4,4,4
日本共産党,2006,愛媛県,松山市,4,38277120.0,623000.0,153108480.0,48,4,4,4
民主党,2006,愛媛県,松山市,1,38277120.0,623000.0,38277120.0,48,4,4,4
無所属,2006,愛媛県,松山市,19,38277120.0,623000.0,727265280.0,48,4,4,4
社会民主党,2006,愛媛県,松山市,1,38277120.0,623000.0,38277120.0,48,4,4,4
自由民主党,2006,愛媛県,松山市,3,38277120.0,623000.0,114831360.0,48,4,4,4
公明党,2010,愛媛県,松山市,7,38277120.0,623000.0,267939840.0,48,4,4,4
日本共産党,2010,愛媛県,松山市,4,38277120.0,623000.0,153108480.0,48,4,4,4
無所属,2010,愛媛県,松山市,24,38277120.0,623000.0,918650880.0,48,4,4,4
社会民主党,2010,愛媛県,松山市,1,38277120.0,623000.0,38277120.0,48,4,4,4
自由民主党,2010,愛媛県,松山市,3,38277120.0,623000.0,114831360.0,48,4,4,4
公明党,2014,愛媛県,松山市,4,38277120.0,623000.0,153108480.0,48,4,4,4
参政党,2014,愛媛県,松山市,1,38277120.0,623000.0,38277120.0,48,4,4,4
日本共産党,2014,愛媛県,松山市,8,38277120.0,623000.0,306216960.0,48,4,4,4
無所属,2014,愛媛県,松山市,25,38277120.0,623000.0,956928000.0,48,4,4,4
社会民主党,2014,愛媛県,松山市,1,38277120.0,623000.0,38277120.0,48,4,4,4
自由民主党,2014,愛媛県,松山市,2,38277120.0,623000.0,76554240.0,48,4,4,4
公明党,2018,愛媛県,松山市,3,38277120.0,623000.0,114831360.0,48,4,4,4
日本共産党,2018,愛媛県,松山市,3,38277120.0,623000.0,114831360.0,48,4,4,4
民主党,2018,愛媛県,松山市,1,38277120.0,623000.0,38277120.0,48,4,4,4
無所属,2018,愛媛県,松山市,25,38277120.0,623000.0,956928000.0,48,4,4,4
社会民主党,2018,愛媛県,松山市,1,38277120.0,623000.0,38277120.0,48,4,4,4
自由民主党,2018,愛媛県,松山市,1,38277120.0,623000.0,38277120.0,48,4,4,4
公明党,2022,愛媛県,松山市,4,38277120.0,623000.0,153108480.0,48,4,4,4
日本共産党,2022,愛媛県,松山市,1,38277120.0,623000.0,38277120.0,48,4,4,4
民主党,2022,愛媛県,松山市,1,38277120.0,623000.0,38277120.0,48,4,4,4
無所属,2022,愛媛県,松山市,16,38277120.0,623000.0,612433920.0,48,4,4,4
社会民主党,2022,愛媛県,松山市,1,38277120.0,623000.0,38277120.0,48,4,4,4
自由民主党,2022,愛媛県,松山市,1,38277120.0,623000.0,38277120.0,48,4,4,4
日本共産党,2000,愛知県,岡崎市,4,37724160.0,614000.0,150896640.0,48,4,4,4
無所属,2000,愛知県,岡崎市,30,37724160.0,614000.0,1131724800.0,48,4,4,4
日本共産党,2004,愛知県,岡崎市,3,38338160.0,614000.0,115014480.0,49,4,4,4
無所属,2004,愛知県,岡崎市,31,38338160.0,614000.0,1188482960.0,49,4,4,4
公明党,2008,愛知県,岡崎市,1,37724160.0,614000.0,37724160.0,48,4,4,4
日本共産党,2008,愛知県,岡崎市,3,37724160.0,614000.0,113172480.0,48,4,4,4
無所属,2008,愛知県,岡崎市,26,37724160.0,614000.0,980828160.0,48,4,4,4
立憲民主党,2008,愛知県,岡崎市,1,37724160.0,614000.0,37724160.0,48,4,4,4
日本共産党,2012,愛知県,岡崎市,3,37724160.0,614000.0,113172480.0,48,4,4,4
無所属,2012,愛知県,岡崎市,31,37724160.0,614000.0,1169448960.0,48,4,4,4
国民民主党,2016,愛知県,岡崎市,1,37724160.0,614000.0,37724160.0,48,4,4,4
無所属,2016,愛知県,岡崎市,30,37724160.0,614000.0,1131724800.0,48,4,4,4
公明党,2020,愛知県,岡崎市,2,37724160.0,614000.0,75448320.0,48,4,4,4
日本共産党,2020,愛知県,岡崎市,2,37724160.0,614000.0,75448320.0,48,4,4,4
無所属,2020,愛知県,岡崎市,27,37724160.0,614000.0,1018552320.0,48,4,4,4
公明党,2024,愛知県,岡崎市,2,37724160.0,614000.0,75448320.0,48,4,4,4
日本共産党,2024,愛知県,岡崎市,2,37724160.0,614000.0,75448320.0,48,4,4,4
無所属,2024,愛知県,岡崎市,30,37724160.0,614000.0,1131724800.0,48,4,4,4
無所属,2007,愛知県,豊橋市,33,35942400.0,585000.0,1186099200.0,48,4,4,4
公明党,2011,愛知県,豊橋市,1,35942400.0,585000.0,35942400.0,48,4,4,4
日本共産党,2011,愛知県,豊橋市,1,35942400.0,585000.0,35942400.0,48,4,4,4
無所属,2011,愛知県,豊橋市,28,35942400.0,585000.0,1006387200.0,48,4,4,4
公明党,2015,愛知県,豊橋市,2,35942400.0,585000.0,71884800.0,48,4,4,4
日本共産党,2015,愛知県,豊橋市,3,35942400.0,585000.0,107827200.0,48,4,4,4
無所属,2015,愛知県,豊橋市,24,35942400.0,585000.0,862617600.0,48,4,4,4
公明党,2019,愛知県,豊橋市,3,35942400.0,585000.0,107827200.0,48,4,4,4
日本共産党,2019,愛知県,豊橋市,3,35942400.0,585000.0,107827200.0,48,4,4,4
無所属,2019,愛知県,豊橋市,27,35942400.0,585000.0,970444800.0,48,4,4,4
公明党,2023,愛知県,豊橋市,3,14004900.0,585000.0,42014700.0,19,1,2,1
日本共産党,2023,愛知県,豊橋市,3,14004900.0,585000.0,42014700.0,19,1,2,1
無所属,2023,愛知県,豊橋市,26,14004900.0,585000.0,364127400.0,19,1,2,1
無所属,2024,愛知県,豊橋市,3,35942400.0,585000.0,107827200.0,48,4,4,4
公明党,2003,愛知県,豊田市,3,78223600.0,637000.0,234670800.0,96,8,8,8
日本共産党,2003,愛知県,豊田市,2,78223600.0,637000.0,156447200.0,96,8,8,8
無所属,2003,愛知県,豊田市,29,78223600.0,637000.0,2268484400.0,96,8,8,8
公明党,2011,愛知県,豊田市,3,39111800.0,637000.0,117335400.0,48,4,4,4
日本共産党,2011,愛知県,豊田市,3,39111800.0,637000.0,117335400.0,48,4,4,4
無所属,2011,愛知県,豊田市,20,39111800.0,637000.0,782236000.0,48,4,4,4
公明党,2015,愛知県,豊田市,6,39111800.0,637000.0,234670800.0,48,4,4,4
日本共産党,2015,愛知県,豊田市,3,39111800.0,637000.0,117335400.0,48,4,4,4
無所属,2015,愛知県,豊田市,33,39111800.0,637000.0,1290689400.0,48,4,4,4
公明党,2019,愛知県,豊田市,6,8503950.0,637000.0,51023700.0,10,0,1,1
日本共産党,2019,愛知県,豊田市,4,8503950.0,637000.0,34015800.0,10,0,1,1
無所属,2019,愛知県,豊田市,30,8503950.0,637000.0,255118500.0,10,0,1,1
無所属,2020,愛知県,豊田市,1,30607850.0,637000.0,30607850.0,38,4,3,3
無所属,2023,愛知県,豊田市,33,39111800.0,637000.0,1290689400.0,48,4,4,4
無所属,2010,新潟県,新潟市,1,80434000.0,655000.0,80434000.0,98,8,8,8
無所属,2018,新潟県,新潟市,1,39562000.0,655000.0,39562000.0,48,4,4,4
公明党,1999,東京都,世田谷区,5,38946600.0,618200.0,194733000.0,48,4,4,4
日本共産党,1999,東京都,世田谷区,2,38946600.0,618200.0,77893200.0,48,4,4,4
民主党,1999,東京都,世田谷区,1,38946600.0,618200.0,38946600.0,48,4,4,4
無所属,1999,東京都,世田谷区,16,38946600.0,618200.0,623145600.0,48,4,4,4
自由民主党,1999,東京都,世田谷区,20,38946600.0,618200.0,778932000.0,48,4,4,4
公明党,2003,東京都,世田谷区,4,38946600.0,618200.0,155786400.0,48,4,4,4
日本共産党,2003,東京都,世田谷区,3,38946600.0,618200.0,116839800.0,48,4,4,4
民主党,2003,東京都,世田谷区,2,38946600.0,618200.0,77893200.0,48,4,4,4
無所属,2003,東京都,世田谷区,11,38946600.0,618200.0,428412600.0,48,4,4,4
自由民主党,2003,東京都,世田谷区,24,38946600.0,618200.0,934718400.0,48,4,4,4
公明党,2007,東京都,世田谷区,4,38946600.0,618200.0,155786400.0,48,4,4,4
国民民主党,2007,東京都,世田谷区,3,38946600.0,618200.0,116839800.0,48,4,4,4
日本共産党,2007,東京都,世田谷区,4,38946600.0,618200.0,155786400.0,48,4,4,4
日本維新の会,2007,東京都,世田谷区,1,38946600.0,618200.0,38946600.0,48,4,4,4
無所属,2007,東京都,世田谷区,8,38946600.0,618200.0,311572800.0,48,4,4,4
自由民主党,2007,東京都,世田谷区,24,38946600.0,618200.0,934718400.0,48,4,4,4
公明党,2011,東京都,世田谷区,3,38946600.0,618200.0,116839800.0,48,4,4,4
無所属,2011,東京都,世田谷区,32,38946600.0,618200.0,1246291200.0,48,4,4,4
公明党,2015,東京都,世田谷区,2,38946600.0,618200.0,77893200.0,48,4,4,4
日本共産党,2015,東京都,世田谷区,1,38946600.0,618200.0,38946600.0,48,4,4,4
無所属,2015,東京都,世田谷区,41,38946600.0,618200.0,1596810600.0,48,4,4,4
日本共産党,2019,東京都,世田谷区,2,38946600.0,618200.0,77893200.0,48,4,4,4
無所属,2019,東京都,世田谷区,42,38946600.0,618200.0,1635757200.0,48,4,4,4
日本共産党,2023,東京都,世田谷区,2,38946600.0,618200.0,77893200.0,48,4,4,4
無所属,2023,東京都,世田谷区,38,38946600.0,618200.0,1479970800.0,48,4,4,4
無所属,1999,東京都,中央区,24,38370800.0,611000.0,920899200.0,48,4,4,4
公明党,2003,東京都,中央区,1,38370800.0,611000.0,38370800.0,48,4,4,4
無所属,2003,東京都,中央区,25,38370800.0,611000.0,959270000.0,48,4,4,4
公明党,2007,東京都,中央区,1,38370800.0,611000.0,38370800.0,48,4,4,4
無所属,2007,東京都,中央区,20,38370800.0,611000.0,767416000.0,48,4,4,4
公明党,2011,東京都,中央区,2,38370800.0,611000.0,76741600.0,48,4,4,4
日本共産党,2011,東京都,中央区,2,38370800.0,611000.0,76741600.0,48,4,4,4
無所属,2011,東京都,中央区,19,38370800.0,611000.0,729045200.0,48,4,4,4
立憲民主党,2011,東京都,中央区,2,38370800.0,611000.0,76741600.0,48,4,4,4
公明党,2015,東京都,中央区,1,38370800.0,611000.0,38370800.0,48,4,4,4
日本共産党,2015,東京都,中央区,1,38370800.0,611000.0,38370800.0,48,4,4,4
無所属,2015,東京都,中央区,20,38370800.0,611000.0,767416000.0,48,4,4,4
立憲民主党,2015,東京都,中央区,1,38370800.0,611000.0,38370800.0,48,4,4,4
公明党,2019,東京都,中央区,3,38370800.0,611000.0,115112400.0,48,4,4,4
日本共産党,2019,東京都,中央区,2,38370800.0,611000.0,76741600.0,48,4,4,4
無所属,2019,東京都,中央区,18,38370800.0,611000.0,690674400.0,48,4,4,4
無所属,2023,東京都,中央区,15,38370800.0,611000.0,575562000.0,48,4,4,4
自由民主党,2023,東京都,中央区,1,38370800.0,611000.0,38370800.0,48,4,4,4
公明党,2007,東京都,中野区,5,28330900.0,589000.0,141654500.0,37,3,3,3
日本共産党,2007,東京都,中野区,5,28330900.0,589000.0,141654500.0,37,3,3,3
民主党,2007,東京都,中野区,4,28330900.0,589000.0,113323600.0,37,3,3,3
無所属,2007,東京都,中野区,6,28330900.0,589000.0,169985400.0,37,3,3,3
社会民主党,2007,東京都,中野区,1,28330900.0,589000.0,28330900.0,37,3,3,3
自由民主党,2007,東京都,中野区,21,28330900.0,589000.0,594948900.0,37,3,3,3
自由民主党,2010,東京都,中野区,1,8658300.0,589000.0,8658300.0,11,1,1,1
公明党,2011,東京都,中野区,6,36989200.0,589000.0,221935200.0,48,4,4,4
日本共産党,2011,東京都,中野区,2,36989200.0,589000.0,73978400.0,48,4,4,4
民主党,2011,東京都,中野区,3,36989200.0,589000.0,110967600.0,48,4,4,4
無所属,2011,東京都,中野区,6,36989200.0,589000.0,221935200.0,48,4,4,4
社会民主党,2011,東京都,中野区,1,36989200.0,589000.0,36989200.0,48,4,4,4
自由民主党,2011,東京都,中野区,20,36989200.0,589000.0,739784000.0,48,4,4,4
公明党,2015,東京都,中野区,4,36989200.0,589000.0,147956800.0,48,4,4,4
日本共産党,2015,東京都,中野区,3,36989200.0,589000.0,110967600.0,48,4,4,4
民主党,2015,東京都,中野区,3,36989200.0,589000.0,110967600.0,48,4,4,4
無所属,2015,東京都,中野区,6,36989200.0,589000.0,221935200.0,48,4,4,4
自由民主党,2015,東京都,中野区,16,36989200.0,589000.0,591827200.0,48,4,4,4
公明党,2019,東京都,中野区,7,28330900.0,589000.0,198316300.0,37,3,3,3
日本共産党,2019,東京都,中野区,3,28330900.0,589000.0,84992700.0,37,3,3,3
民主党,2019,東京都,中野区,2,28330900.0,589000.0,56661800.0,37,3,3,3
無所属,2019,東京都,中野区,12,28330900.0,589000.0,339970800.0,37,3,3,3
社会民主党,2019,東京都,中野区,1,28330900.0,589000.0,28330900.0,37,3,3,3
自由民主党,2019,東京都,中野区,10,28330900.0,589000.0,283309000.0,37,3,3,3
無所属,2022,東京都,中野区,1,8658300.0,589000.0,8658300.0,11,1,1,1
公明党,2023,東京都,中野区,1,36989200.0,589000.0,36989200.0,48,4,4,4
日本共産党,2023,東京都,中野区,3,36989200.0,589000.0,110967600.0,48,4,4,4
民主党,2023,東京都,中野区,1,36989200.0,589000.0,36989200.0,48,4,4,4
無所属,2023,東京都,中野区,9,36989200.0,589000.0,332902800.0,48,4,4,4
自由民主党,2023,東京都,中野区,14,36989200.0,589000.0,517848800.0,48,4,4,4
公明党,1999,東京都,八王子市,5,40504000.0,610000.0,202520000.0,48,4,4,4
日本維新の会,1999,東京都,八王子市,1,40504000.0,610000.0,40504000.0,48,4,4,4
無所属,1999,東京都,八王子市,10,40504000.0,610000.0,405040000.0,48,4,4,4
立憲民主党,1999,東京都,八王子市,1,40504000.0,610000.0,40504000.0,48,4,4,4
自由民主党,1999,東京都,八王子市,9,40504000.0,610000.0,364536000.0,48,4,4,4
れいわ新選組,2003,東京都,八王子市,1,40504000.0,610000.0,40504000.0,48,4,4,4
日本共産党,2003,東京都,八王子市,2,40504000.0,610000.0,81008000.0,48,4,4,4
無所属,2003,東京都,八王子市,8,40504000.0,610000.0,324032000.0,48,4,4,4
立憲民主党,2003,東京都,八王子市,1,40504000.0,610000.0,40504000.0,48,4,4,4
自由民主党,2003,東京都,八王子市,7,40504000.0,610000.0,283528000.0,48,4,4,4
無所属,2007,東京都,八王子市,20,40504000.0,610000.0,810080000.0,48,4,4,4
無所属,2011,東京都,八王子市,35,40504000.0,610000.0,1417640000.0,48,4,4,4
公明党,2015,東京都,八王子市,1,40504000.0,610000.0,40504000.0,48,4,4,4
無所属,2015,東京都,八王子市,32,40504000.0,610000.0,1296128000.0,48,4,4,4
公明党,2019,東京都,八王子市,3,40504000.0,610000.0,121512000.0,48,4,4,4
日本共産党,2019,東京都,八王子市,2,40504000.0,610000.0,81008000.0,48,4,4,4
無所属,2019,東京都,八王子市,27,40504000.0,610000.0,1093608000.0,48,4,4,4
公明党,2023,東京都,八王子市,4,40504000.0,610000.0,162016000.0,48,4,4,4
無所属,2023,東京都,八王子市,32,40504000.0,610000.0,1296128000.0,48,4,4,4
公明党,1999,東京都,北区,1,38600640.0,618600.0,38600640.0,48,4,4,4
日本共産党,1999,東京都,北区,4,38600640.0,618600.0,154402560.0,48,4,4,4
無所属,1999,東京都,北区,37,38600640.0,618600.0,1428223680.0,48,4,4,4
公明党,2003,東京都,北区,3,38600640.0,618600.0,115801920.0,48,4,4,4
日本共産党,2003,東京都,北区,4,38600640.0,618600.0,154402560.0,48,4,4,4
無所属,2003,東京都,北区,32,38600640.0,618600.0,1235220480.0,48,4,4,4
日本共産党,2007,東京都,北区,3,38600640.0,618600.0,115801920.0,48,4,4,4
無所属,2007,東京都,北区,28,38600640.0,618600.0,1080817920.0,48,4,4,4
公明党,2011,東京都,北区,1,38600640.0,618600.0,38600640.0,48,4,4,4
日本共産党,2011,東京都,北区,1,38600640.0,618600.0,38600640.0,48,4,4,4
無所属,2011,東京都,北区,14,38600640.0,618600.0,540408960.0,48,4,4,4
公明党,2015,東京都,北区,1,38600640.0,618600.0,38600640.0,48,4,4,4
日本共産党,2015,東京都,北区,2,38600640.0,618600.0,77201280.0,48,4,4,4
無所属,2015,東京都,北区,24,38600640.0,618600.0,926415360.0,48,4,4,4
公明党,2019,東京都,北区,2,38600640.0,618600.0,77201280.0,48,4,4,4
日本共産党,2019,東京都,北区,1,38600640.0,618600.0,38600640.0,48,4,4,4
無所属,2019,東京都,北区,27,38600640.0,618600.0,1042217280.0,48,4,4,4
無所属,2023,東京都,北区,35,38600640.0,618600.0,1351022400.0,48,4,4,4
自由民主党,2023,東京都,北区,1,38600640.0,618600.0,38600640.0,48,4,4,4
無所属,1999,東京都,千代田区,23,38561600.0,616000.0,886916800.0,48,4,4,4
日本共産党,2003,東京都,千代田区,2,17740800.0,616000.0,35481600.0,22,1,2,2
無所属,2003,東京都,千代田区,16,17740800.0,616000.0,283852800.0,22,1,2,2
無所属,2005,東京都,千代田区,1,20820800.0,616000.0,20820800.0,26,3,2,2
日本共産党,2007,東京都,千代田区,2,38561600.0,616000.0,77123200.0,48,4,4,4
無所属,2007,東京都,千代田区,13,38561600.0,616000.0,501300800.0,48,4,4,4
日本共産党,2011,東京都,千代田区,1,38561600.0,616000.0,38561600.0,48,4,4,4
無所属,2011,東京都,千代田区,20,38561600.0,616000.0,771232000.0,48,4,4,4
公明党,2015,東京都,千代田区,1,38561600.0,616000.0,38561600.0,48,4,4,4
日本共産党,2015,東京都,千代田区,1,38561600.0,616000.0,38561600.0,48,4,4,4
無所属,2015,東京都,千代田区,19,38561600.0,616000.0,732670400.0,48,4,4,4
公明党,2019,東京都,千代田区,2,17124800.0,616000.0,34249600.0,21,1,2,2
日本共産党,2019,東京都,千代田区,1,17124800.0,616000.0,17124800.0,21,1,2,2
無所属,2019,東京都,千代田区,17,17124800.0,616000.0,291121600.0,21,1,2,2
無所属,2021,東京都,千代田区,1,21436800.0,616000.0,21436800.0,27,3,2,2
公明党,2023,東京都,千代田区,1,38561600.0,616000.0,38561600.0,48,4,4,4
幸福実現党,2023,東京都,千代田区,1,38561600.0,616000.0,38561600.0,48,4,4,4
日本共産党,2023,東京都,千代田区,1,38561600.0,616000.0,38561600.0,48,4,4,4
無所属,2023,東京都,千代田区,17,38561600.0,616000.0,655547200.0,48,4,4,4
公明党,2003,東京都,台東区,3,37236600.0,604000.0,111709800.0,47,3,4,4
日本共産党,2003,東京都,台東区,2,37236600.0,604000.0,74473200.0,47,3,4,4
無所属,2003,東京都,台東区,22,37236600.0,604000.0,819205200.0,47,3,4,4
公明党,2007,東京都,台東区,1,38867400.0,604000.0,38867400.0,49,5,4,4
日本共産党,2007,東京都,台東区,2,38867400.0,604000.0,77734800.0,49,5,4,4
民主党,2007,東京都,台東区,1,38867400.0,604000.0,38867400.0,49,5,4,4
無所属,2007,東京都,台東区,23,38867400.0,604000.0,893950200.0,49,5,4,4
公明党,2011,東京都,台東区,2,38052000.0,604000.0,76104000.0,48,4,4,4
日本共産党,2011,東京都,台東区,2,38052000.0,604000.0,76104000.0,48,4,4,4
無所属,2011,東京都,台東区,24,38052000.0,604000.0,913248000.0,48,4,4,4
公明党,2015,東京都,台東区,1,37236600.0,604000.0,37236600.0,47,3,4,4
日本共産党,2015,東京都,台東区,1,37236600.0,604000.0,37236600.0,47,3,4,4
民主党,2015,東京都,台東区,1,37236600.0,604000.0,37236600.0,47,3,4,4
無所属,2015,東京都,台東区,16,37236600.0,604000.0,595785600.0,47,3,4,4
自由民主党,2015,東京都,台東区,5,37236600.0,604000.0,186183000.0,47,3,4,4
公明党,2019,東京都,台東区,1,38867400.0,604000.0,38867400.0,49,5,4,4
日本共産党,2019,東京都,台東区,1,38867400.0,604000.0,38867400.0,49,5,4,4
民主党,2019,東京都,台東区,1,38867400.0,604000.0,38867400.0,49,5,4,4
無所属,2019,東京都,台東区,12,38867400.0,604000.0,466408800.0,49,5,4,4
自由民主党,2019,東京都,台東区,11,38867400.0,604000.0,427541400.0,49,5,4,4
公明党,2023,東京都,台東区,2,38052000.0,604000.0,76104000.0,48,4,4,4
民主党,2023,東京都,台東区,1,38052000.0,604000.0,38052000.0,48,4,4,4
無所属,2023,東京都,台東区,9,38052000.0,604000.0,342468000.0,48,4,4,4
自由民主党,2023,東京都,台東区,5,38052000.0,604000.0,190260000.0,48,4,4,4
公明党,1999,東京都,品川区,1,37644720.0,606000.0,37644720.0,48,4,4,4
日本共産党,1999,東京都,品川区,1,37644720.0,606000.0,37644720.0,48,4,4,4
日本維新の会,1999,東京都,品川区,1,37644720.0,606000.0,37644720.0,48,4,4,4
無所属,1999,東京都,品川区,29,37644720.0,606000.0,1091696880.0,48,4,4,4
自由民主党,1999,東京都,品川区,1,37644720.0,606000.0,37644720.0,48,4,4,4
日本共産党,2003,東京都,品川区,1,32863380.000000004,606000.0,32863380.000000004,42,3,4,3
無所属,2003,東京都,品川区,38,32863380.000000004,606000.0,1248808440.0000002,42,3,4,3
無所属,2006,東京都,品川区,2,4781340.0,606000.0,9562680.0,6,1,0,1
自由民主党,2006,東京都,品川区,2,4781340.0,606000.0,9562680.0,6,1,0,1
無所属,2007,東京都,品川区,38,32863380.000000004,606000.0,1248808440.0000002,42,3,4,3
無所属,2010,東京都,品川区,1,4781340.0,606000.0,4781340.0,6,1,0,1
立憲民主党,2010,東京都,品川区,1,4781340.0,606000.0,4781340.0,6,1,0,1
無所属,2011,東京都,品川区,20,32863380.000000004,606000.0,657267600.0000001,42,3,4,3
自由民主党,2014,東京都,品川区,2,4781340.0,606000.0,9562680.0,6,1,0,1
日本共産党,2015,東京都,品川区,4,37644720.0,606000.0,150578880.0,48,4,4,4
